,time,seconds_elapsed,z,y,x
24800,1775509111968368600,246.33145288085936,-0.0366468921348452,-0.0109346509903669,-0.000682776366081
24801,1775509111978301400,246.34138574218753,-0.0450163688123226,-0.0016512743383646,-0.0225307158983778
24802,1775509111988233500,246.35131762695315,-0.0352887555241584,0.0040372926920652,0.0074975161485373
24803,1775509111998166500,246.36125073242187,-0.0259320213750004,0.0204243638694286,0.0047220692189875
24804,1775509112008098600,246.37118286132815,-0.0140370009198784,0.0351180751323699,0.0181456966140307
24805,1775509112018031600,246.3811157226563,0.0063052376240491,0.0166144501924514,0.0182694965236354
24806,1775509112027964700,246.391048828125,0.0113724578857421,-0.00593055909276,0.0062243178749457
24807,1775509112037896700,246.40098095703127,0.035084465123713,0.0102589436858892,-0.0237296342262066
24808,1775509112047829500,246.41091381835935,0.0147533324956893,0.017452654582262,0.0001507153159938
24809,1775509112057761800,246.42084594726563,-0.0283574949562549,-0.0007575403690338,0.0258482064159121
24810,1775509112067694600,246.43077880859377,-0.0480243184566497,0.0009667992055416,-0.0063336143351625
24811,1775509112077626400,246.44071069335936,-0.0243576116651296,0.0078074588805437,-0.010340146562783
24812,1775509112087559400,246.45064355468747,-0.0082540336042642,0.0061930094212293,-0.0176971125963143
24813,1775509112097491500,246.46057568359373,0.0201131059631705,0.0060223290294408,-0.0047259234101977
24814,1775509112107424500,246.4705087890625,0.0288633986517786,-0.0153524674326181,0.0046680192105006
24815,1775509112117357600,246.48044189453122,0.0176443777620792,-0.0232347451150417,0.0182070166135206
24816,1775509112127289600,246.49037377929693,0.002045826613903,-0.0136205290734767,0.0137909811364021
24817,1775509112137222700,246.50030688476565,-0.0151651281669735,-0.0224012169003486,0.016694365294557
24818,1775509112147154700,246.51023901367188,-0.006706511901319,-0.0084077628612518,-0.0070170026225969
24819,1775509112157087500,246.52017163085935,0.0137725047647953,-0.0039250644892454,-0.0199894887166563
24820,1775509112167019500,246.53010375976564,0.0171048640578985,-0.0111444943487644,0.0135070952942594
24821,1775509112176952600,246.54003686523438,0.0254082897618412,-0.008327098840475,0.0182605734316632
24822,1775509112186884600,246.54996875000003,0.0146431501194834,-0.0131646019995212,0.0035120358421001
24823,1775509112196817700,246.55990185546875,-0.0162219437435269,-0.0057984571456909,0.010316564757796
24824,1775509112206750700,246.56983496093753,-0.0624076485961675,0.0004459902018308,-0.0049964565804228
24825,1775509112216682800,246.57976708984373,-0.0891401726990938,0.0248386731803417,0.0178011392263695
24826,1775509112226615600,246.58969970703123,-0.108534024477005,0.0094295071244239,0.0046275502027943
24827,1775509112236547600,246.59963183593752,-0.0644356472924351,-0.0286561856418848,-0.0520745802281424
24828,1775509112246480400,246.60956469726563,-0.0077671268701553,-0.0293804082632064,-0.0291090074433013
24829,1775509112256412400,246.61949658203127,0.0492094365879893,-0.0151876322597265,0.0272976197729352
24830,1775509112266345500,246.62942968750005,0.1101984505578875,-0.0033481413841247,0.0546886991161387
24831,1775509112276277500,246.63936181640625,0.1138973050758242,0.0261076702028512,0.0545195804937742
24832,1775509112286210600,246.6492946777344,0.0352998614400625,0.038806992778182,0.0244490436750929
24833,1775509112296143600,246.65922778320314,-0.0235080090984702,0.039648119777441,-0.0158713128081057
24834,1775509112306075600,246.66915991210936,-0.0230032744467258,0.0175678053945302,-0.0436543232114985
24835,1775509112316008400,246.67909277343747,-0.0235050864890217,-0.0002583586752414,-0.0672048288779798
24836,1775509112325940700,246.68902490234373,-0.0299310278832912,-0.023351649492979,-0.0441070171487517
24837,1775509112335873500,246.69895776367187,-0.0490808417722582,-0.0252525146782398,-0.0283446354746818
