,time,seconds_elapsed,z,y,x
21700,1775509081177514500,215.54059863281253,-0.0372705769911408,-0.0047252749562263,-0.0170020795368589
21701,1775509081187447600,215.55053173828125,-0.0001624970853328,0.0102338092446327,-0.0187227293170057
21702,1775509081197379600,215.5604638671875,0.0321203546211123,-0.0099812957882881,-0.0264046621217392
21703,1775509081207312600,215.57039697265628,-0.021865210327506,0.0250835878521204,0.0277519302785396
21704,1775509081217244400,215.58032861328127,-0.0256771698310971,0.0041454292416572,0.014303360238485
21705,1775509081227177500,215.59026171875004,0.0556935379102826,0.0406938294380903,0.0081600169115699
21706,1775509081237109500,215.60019384765627,0.0859746944054961,0.0392751948118209,-0.0101161559480242
21707,1775509081247042300,215.61012646484374,0.0954988940760493,0.0264011001914739,0.0267695681776851
21708,1775509081256974300,215.62005859375003,0.0925181246995925,0.0109124391585588,0.0347582105777226
21709,1775509081266907400,215.6299916992188,0.0919967311739921,-0.0011088380247354,0.0515076487940736
21710,1775509081276839400,215.63992358398443,0.0617450930342078,-0.0126700964808464,0.0507449390595778
21711,1775509081286772500,215.64985668945315,0.019444412921369,0.0089548753499984,0.0238294961377978
21712,1775509081296704500,215.6597888183594,-0.0196729609802365,0.0062508770883083,0.0090242873243987
21713,1775509081306637600,215.6697216796875,-0.0037593525335192,0.0083323595374822,-0.0126652741752564
21714,1775509081316569600,215.67965380859377,-0.0138058225125074,-0.0003361000865697,-0.0332579986152239
21715,1775509081326502700,215.68958691406252,0.0007718611553311,0.0021001871496438,-0.0482588761311955
21716,1775509081336434700,215.69951879882814,-0.0030395138263702,-0.0106213472574949,-0.0396816019219346
21717,1775509081346367500,215.70945166015628,-0.039288054293394,-0.0376537310898303,-0.0210397740877233
21718,1775509081356299500,215.7193837890625,-0.0271180162891745,-0.0142407067984342,-0.0163679828844033
21719,1775509081366232300,215.72931665039064,-0.0025014614269137,0.0166588738560676,0.0135809642480686
21720,1775509081376164400,215.7392485351563,0.0047439796566963,0.0279477451115846,0.007912928549014
21721,1775509081386097400,215.749181640625,0.0295756385743618,0.0504419009923934,0.0117180381867103
21722,1775509081396029400,215.75911376953127,0.0366480611786246,0.0684223788410425,0.0084002554082311
21723,1775509081405962500,215.76904663085935,0.0448342902436852,0.0433843836963176,0.0082383976437151
